name,blurb,michelin_award,city,country,lat,lon,image,chef,cuisine1,cuisine2,url,url2
Zur Post,"The restaurant in this traditional-style hotel is bright, modern",ONE_STAR,Odenthal,Germany,51.0324091,7.1150119,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/81bd1c5f8a314b3aa2a2df039131b13c,Alejandro Wilbrand,Modern Cuisine,,https://guide.michelin.com/en/nordrhein-westfalen/odenthal/restaurant/zur-post83223,https://guide.michelin.com/en/nordrhein-westfalen/odenthal/restaurant/zur-post83223
Seestern,The Seestern is decorated in an elegant Nordic design with,ONE_STAR,Ulm,Germany,48.411957,10.0125688,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/dd000f42-257d-483c-869e-dfad57d03575.jpg,Klaus Buderath,Modern French,,https://guide.michelin.com/en/baden-wurttemberg/ulm/restaurant/seestern,https://guide.michelin.com/en/baden-wurttemberg/ulm/restaurant/seestern
Le Foch,"The restaurant lines the emblematic Promenades of Reims, shaded footpaths",ONE_STAR,Reims,France,49.2582417,4.0270486,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/a3239b0c-5683-4b87-8836-ee407ec6d9ac.JPG,Jacky Louazé,Modern Cuisine,,https://guide.michelin.com/en/grand-est/reims/restaurant/le-foch,https://guide.michelin.com/en/grand-est/reims/restaurant/le-foch
Suyab Courtyard・Pickmoon Gourmet,"This building houses a furniture store, a restaurant and a",ONE_STAR,Guangzhou,China Mainland,23.024632,113.32637,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/945bb3f0-3e57-40d5-9b69-5bf70bc32ea6.jpg,,Chao Zhou,,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/suyab-courtyard%E3%83%BBpickmoon-gourmet,
Sushi Sugaya,The owner-chef says the job of a sushi restaurant,ONE_STAR,Tokyo,Japan,35.655274,139.742499,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/055b15a6-744c-4b2f-a3d2-b7154e85ff4e.JPG,Takayuki SUGAYA,Sushi,,https://guide.michelin.com/jp/en/tokyo-region/tokyo/restaurant/sushi-sugaya,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/sushi-sugaya
Sumibikappo SHIROSAKA,Here is Japanese cuisine with a global perspective based on,ONE_STAR,Tokyo,Japan,35.6707198,139.7356771,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/d1cd1f6d-cf84-48a1-97ee-c96d21eb24f1.JPG,Hideki II,Japanese,,https://guide.michelin.com/jp/en/tokyo-region/tokyo/restaurant/sumibikappo-shirosaka,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/sumibikappo-shirosaka
Dolada,This restaurant is perched in a superb location on Monte,ONE_STAR,Pieve d'Alpago,Italy,46.1736379,12.3601001,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/1c519cf2-f854-4aa5-a13e-11bc3e2acecd.jpg,Riccardo De Pra,Modern Cuisine,Regional Cuisine,https://guide.michelin.com/en/veneto/pieve-d-alpago/restaurant/dolada,https://guide.michelin.com/en/veneto/pieve-d-alpago/restaurant/dolada
Antonello Colonna Labico,This is the sister to the restaurant of the same,ONE_STAR,Labico,Italy,41.78292,12.873689,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/97583eef6bb7461a9916087da827f16d,Antonello Colonna,Modern Cuisine,,https://guide.michelin.com/en/lazio/labico/restaurant/antonello-colonna-labico,https://guide.michelin.com/en/lazio/labico/restaurant/antonello-colonna-labico
A. Wong,Andrew Wong’s inspiration comes from his travels through the,TWO_STARS,London,United Kingdom,51.4930091,-0.1406558,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/28f935589cb441b0bd09449d203c25c1,Andrew Wong,Chinese,,https://guide.michelin.com/gb/en/greater-london/london/restaurant/a-wong,https://guide.michelin.com/en/greater-london/london/restaurant/a-wong
Yannick Alléno à l’Hôtel Hermitage Monte-Carlo,Inside the Hermitage Hotel in Monte Carlo is a legendary,ONE_STAR,Monaco,France,43.7384624,7.4258682,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/3fc16be9-477e-4af5-a057-07734f26d5b6.jpg,,Modern Cuisine,Creative,https://guide.michelin.com/en/monaco-region/monaco/restaurant/yannick-alleno-a-l-hotel-hermitage,https://guide.michelin.com/en/monaco-region/monaco/restaurant/yannick-alleno-a-l-hotel-hermitage
El Serbal,This culinary reference in Santander complements its gastronomic experience with,ONE_STAR,Santander,Spain,43.4776869,-3.7881718,https://mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/412a0852684e4515a91e2b0b3ed4cf1f,,Modern Cuisine,,https://guide.michelin.com/en/cantabria/santander/restaurant/el-serbal-1197026,https://guide.michelin.com/en/cantabria/santander/restaurant/el-serbal-1197026
Akasaka Momonoki,Quality domestic ingredients are used here based on the credo,ONE_STAR,Tokyo,Japan,35.679726,139.737003,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/a310235f62e54a84a71ad90491da3bf5,Takeshi KOBAYASHI,Chinese,,https://guide.michelin.com/jp/en/tokyo-region/tokyo/restaurant/akasaka-momonoki,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/akasaka-momonoki
formel B,The friendly team create a relaxed environment at this appealing,ONE_STAR,Copenhagen,Denmark,55.6706842,12.5355099,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/2130dc98aa3a4ebf840a9ac378ab8a49,Kristian Arpe-Møller,Modern Cuisine,,https://guide.michelin.com/dk/en/capital-region/copenhagen/restaurant/formel-b,https://guide.michelin.com/en/capital-region/copenhagen/restaurant/formel-b
Kai,"With its glitzy, slightly ostentatious interior, this certainly isn’t",ONE_STAR,London,United Kingdom,51.5087682,-0.1515898,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/3ce27170c2384eadb70584fe55dc2295,Alex Chow,Chinese,,https://guide.michelin.com/gb/en/greater-london/london/restaurant/kai123638,https://guide.michelin.com/en/greater-london/london/restaurant/kai123638
Sparkling Bistro,"The attractive, friendly bistro is tucked away in the Amalienpassage",ONE_STAR,Munich,Germany,48.1519723,11.5779835,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/749d3586-bc2a-4828-ac2f-8a84a04b15ee.jpg,Jürgen Wolfsgruber,Modern Cuisine,Market Cuisine,https://guide.michelin.com/en/bayern/mnchen/restaurant/sparkling-bistro,https://guide.michelin.com/en/bayern/mnchen/restaurant/sparkling-bistro
TEMPURA HANAGATAMI,Different states of the same ingredient are used in the,ONE_STAR,Osaka,Japan,34.698397,135.492641,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/420b4799-1620-4c7f-8c44-315437a33446.jpg,Takeshi FUKANA,Tempura,,https://guide.michelin.com/jp/en/osaka-region/osaka/restaurant/tempura-hanagatami,https://guide.michelin.com/en/osaka-region/osaka/restaurant/tempura-hanagatami
Les Rosiers,"The pleasant modern interior is the backdrop for enticing, flavoursome",ONE_STAR,Biarritz,France,43.46761,-1.55351,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/32fc1e08-9b34-496c-88eb-6a0d3cba39a8.jpg,Andrée Rosier,Modern Cuisine,,https://guide.michelin.com/en/nouvelle-aquitaine/biarritz/restaurant/les-rosiers,https://guide.michelin.com/en/nouvelle-aquitaine/biarritz/restaurant/les-rosiers
Jean-Georges,The longevity of Chef Jean-Georges Vongerichten’s flagship can,TWO_STARS,New York,United States,40.76907,-73.98155,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/4ebf0154-c29e-4b31-bfa6-00e5fe9851bb.jpg,Mark Lapico,Contemporary,French Contemporary,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/jean-georges,https://guide.michelin.com/en/new-york-state/new-york/restaurant/jean-georges
L'Argine a Vencò,Enjoy views of green hills and vineyards through the large,ONE_STAR,Dolegna del Collio,Italy,46.0025426,13.4631925,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/05e96cfcf31c4c5dbdb33a921fa17ea1,Antonia Klugmann,Creative,,https://guide.michelin.com/en/friuli-venezia-giulia/dolegna-del-collio/restaurant/l-argine-a-venco,https://guide.michelin.com/en/friuli-venezia-giulia/dolegna-del-collio/restaurant/l-argine-a-venco
Atrio,A temple of gastronomy with a strong focus on detail,TWO_STARS,Cáceres,Spain,39.4730183,-6.3713456,https://mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/17e949c1e96e4eb4ad17f640d5ca36fb,Toño Pérez,Creative,,https://guide.michelin.com/en/extremadura/cceres/restaurant/atrio,https://guide.michelin.com/en/extremadura/cceres/restaurant/atrio
Claro,Oaxaca by way of Gowanus? When it’s this seriously,ONE_STAR,New York,United States,40.677395,-73.98615,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/dd7b314d90b04ebc86e4cfe7cd3c005a,TJ Steele,Mexican,,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/claro,https://guide.michelin.com/en/new-york-state/new-york/restaurant/claro
Le Figuier de Saint-Esprit,"In old Antibes, this country house is redolent of Provence",ONE_STAR,Antibes,France,43.5818083,7.1284844,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/465d11a1-e6ad-47cc-811d-72833312d0aa.jpg,Christian Morisset,Provençal,,https://guide.michelin.com/en/provence-alpes-cote-dazur/antibes/restaurant/le-figuier-de-st-esprit,https://guide.michelin.com/en/provence-alpes-cote-dazur/antibes/restaurant/le-figuier-de-st-esprit
Château de Vault de Lugny,A majestic setting boasting grounds complete with a hundred-year,ONE_STAR,Vault-de-Lugny,France,47.4956359,3.8548891,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/07e304eb-df0a-4f4e-a6db-16e3f368f1c8.jpg,Franco Bowanee,Modern Cuisine,,https://guide.michelin.com/en/bourgogne-franche-comte/vault-de-lugny/restaurant/chateau-de-vault-de-lugny,https://guide.michelin.com/en/bourgogne-franche-comte/vault-de-lugny/restaurant/chateau-de-vault-de-lugny
Spinechile,This old hay barn belonging to a romantic mountain lodge,ONE_STAR,Schio,Italy,45.746704,11.337221,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/6b90da893a824d739ddaf9879f7217ae,Corrado Fasolato,Creative,,https://guide.michelin.com/en/veneto/schio/restaurant/spinechile,https://guide.michelin.com/en/veneto/schio/restaurant/spinechile
Local,Contemporary Venetian cuisine is to the fore in this restaurant,ONE_STAR,Venice,Italy,45.4356,12.345893,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/43d32cec824241b2be2cd9466c7073ce,,Contemporary,,https://guide.michelin.com/en/veneto/venezia/restaurant/local,https://guide.michelin.com/en/veneto/venezia/restaurant/local
L'Écrin de Yohann Chapuis,Situated on the premises of a former orphanage made famous,ONE_STAR,Tournus,France,46.5656876,4.9078059,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/ed7126c8-7ab2-46c9-bb23-fd4bc7630fbe.JPG,Yohann Chapuis,Creative,Modern Cuisine,https://guide.michelin.com/en/bourgogne-franche-comte/tournus/restaurant/l-ecrin-de-yohann-chapuis,https://guide.michelin.com/en/bourgogne-franche-comte/tournus/restaurant/l-ecrin-de-yohann-chapuis
La Riva,"If you can, choose one of the tables close to",ONE_STAR,Lenzerheide,Switzerland,46.7356712,9.546549,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/c8fbb52dcdc04ca6b5fb9896c430f864,Dominique Schrotter,Modern French,Classic Cuisine,https://guide.michelin.com/en/graubunden/lenzerheide/restaurant/la-riva,https://guide.michelin.com/en/graubunden/lenzerheide/restaurant/la-riva
Relais Louis XIII,"Very close to the Seine, this old house located in",ONE_STAR,Paris,France,48.8546356,2.3408499,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/ef73fde7-b87a-40b5-a9cd-d2120b4aa213.jpg,Manuel Martinez,Classic Cuisine,,https://guide.michelin.com/en/ile-de-france/paris/restaurant/relais-louis-xiii,https://guide.michelin.com/en/ile-de-france/paris/restaurant/relais-louis-xiii
Trente-Trois,"Say ""33"" to access this magnificent Belle Époque-style lounge",ONE_STAR,Paris,France,48.8653078,2.3043999,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/e277ad8b-2fe0-4695-a0f8-32c6c57aa306.jpg,Sébastien Sanjou,Modern Cuisine,,https://guide.michelin.com/en/ile-de-france/paris/restaurant/trente-trois,https://guide.michelin.com/en/ile-de-france/paris/restaurant/trente-trois
Nakazen,Taketo Sasaki says he wants his customers to relax and,ONE_STAR,Kyoto,Japan,35.028755,135.790505,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/7b35ef8e-b674-4b38-b50e-2aa649f689ad.JPG,Taketo SASAKI,Japanese,,https://guide.michelin.com/jp/en/kyoto-region/kyoto/restaurant/nakazen,https://guide.michelin.com/en/kyoto-region/kyoto/restaurant/nakazen
La Table d'Hôtes - La Rôtisserie du Chambertin,Thomas Collomb runs a remarkable Table d’Hôtes here in,ONE_STAR,Gevrey-Chambertin,France,47.223991,4.9696166,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/bc004add-20c3-4a27-8f0a-c871224a1dab.jpg,Thomas Collomb,Modern Cuisine,,https://guide.michelin.com/en/bourgogne-franche-comte/gevrey-chambertin/restaurant/la-table-d-hote,https://guide.michelin.com/en/bourgogne-franche-comte/gevrey-chambertin/restaurant/la-table-d-hote
Kamo,A slice of Tokyo in Ixelles: the classics of Japanese,ONE_STAR,Ixelles,Belgium,50.8193121,4.361522,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/4c87d92e36ef44b39c2cacc0ce9731ac,Tomoyasu Kamo,Japanese,Sushi,https://guide.michelin.com/en/bruxelles-capitale/ixelles/restaurant/kamo,https://guide.michelin.com/en/bruxelles-capitale/ixelles/restaurant/kamo
La Bicicleta,The unique location and retro-chic decor of this pleasant,ONE_STAR,Hoznayo,Spain,43.390118,-3.701983,https://mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/8ab8aa5ed09245ddafaf5cce979acdea,Eduardo Quintana Gutierrez,Modern Cuisine,,https://guide.michelin.com/en/cantabria/hoznayo/restaurant/la-bicicleta,https://guide.michelin.com/en/cantabria/hoznayo/restaurant/la-bicicleta
Outlaw's New Road,He might not be Cornish by birth but Nathan Outlaw,ONE_STAR,Port Isaac,United Kingdom,50.5941265,-4.8286277,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/abee2092610b4e1a8c788e47903929c7,Nathan Outlaw,Seafood,,https://guide.michelin.com/gb/en/cornwall/port-isaac/restaurant/restaurant-nathan-outlaw,https://guide.michelin.com/en/cornwall/port-isaac/restaurant/restaurant-nathan-outlaw
Sushi Akira,"With over 20 years of experience, the sushi chef makes",ONE_STAR,Taipei,Taipei & Taichung,25.06614,121.52486,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/aac28fe5-f6d0-4843-9668-c46b39260544.jpg,Chi-Ming KAO,Sushi,,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/sushi-akira,https://guide.michelin.com/en/taipei-region/taipei/restaurant/sushi-akira
Le Faham by Kelly Rangama,Kelly Rangama (a Top Chef contestant in 2017) chose a,ONE_STAR,Paris,France,48.8857122,2.3117036,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/3611ded9-2482-4c12-b099-970df93859cd.jpg,Kelly Rangama,Modern Cuisine,,https://guide.michelin.com/en/ile-de-france/paris/restaurant/le-faham-by-kelly-rangama,https://guide.michelin.com/en/ile-de-france/paris/restaurant/le-faham-by-kelly-rangama
KOKS,Meet at the lakeside fermenting hut for an aperitif with,TWO_STARS,Leynavatn,Denmark,62.13667,-7.022025,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/ae14f61f315d41e89ca8e97b8fea5523,Poul Andrias Ziska,Creative,,https://guide.michelin.com/dk/en/faroe-islands/leynavatn/restaurant/koks558780,https://guide.michelin.com/en/faroe-islands/leynavatn/restaurant/koks558780
La Table d'Olivier,"À table! Open since 2011, La Table d'Olivier offers",ONE_STAR,Brive-la-Gaillarde,France,45.158952,1.5308409,,Pierre Neveu,Modern Cuisine,,https://guide.michelin.com/en/nouvelle-aquitaine/brive-la-gaillarde/restaurant/la-table-d-olivier,https://guide.michelin.com/en/nouvelle-aquitaine/brive-la-gaillarde/restaurant/la-table-d-olivier
Seta by Antonio Guida,"A complete dining experience offering sophisticated elegance, glamour and beautifully",TWO_STARS,Milan,Italy,45.469845,9.191208,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/cdd6ea25f8b7459f9a15133252839144,Antonio Guida,Contemporary,Modern Cuisine,https://guide.michelin.com/en/lombardia/milano/restaurant/seta-by-antonio-guida,https://guide.michelin.com/en/lombardia/milano/restaurant/seta-by-antonio-guida
GästeHaus Klaus Erfort,Classical style with a dash of creativity in Klaus Erfort,TWO_STARS,Saarbrücken,Deutschland,49.2295502,7.0076258,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/827f4933-364a-422c-bb7a-9a9fe01f76e4.jpg,Klaus Erfort,Classic French,,https://guide.michelin.com/en/saarland/saarbrucken/restaurant/gastehaus-klaus-erfort,https://guide.michelin.com/en/saarland/saarbrucken/restaurant/gastehaus-klaus-erfort
Espacio N,"In Espacio N, which shares its roof space with a",ONE_STAR,Esquedas,Spain,42.2117392,-0.5474034,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/c1d905bedd19480e80d8dcd6c2315d6b,Eduardo Salanova,Creative,Traditional Cuisine,https://guide.michelin.com/en/aragon/esquedas/restaurant/espacio-n,https://guide.michelin.com/en/aragon/esquedas/restaurant/espacio-n
Auberge St-Laurent,"This elegant, authentic 18C coaching inn is a local institution",ONE_STAR,Sierentz,France,47.6540637,7.4539991,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/728f514e-c9a0-4dab-baf5-49840379b62c.jpg,Laurent Arbeit,Modern Cuisine,Traditional Cuisine,https://guide.michelin.com/en/grand-est/sierentz/restaurant/auberge-st-laurent,https://guide.michelin.com/en/grand-est/sierentz/restaurant/auberge-st-laurent
Endo at The Rotunda,The former BBC TV Centre on Wood Lane may be,ONE_STAR,London,United Kingdom,51.510307,-0.2266159,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/910213868f354203896faeea5cc1b3e6,Endo Kazutoshi,Japanese,,https://guide.michelin.com/gb/en/greater-london/london/restaurant/endo-at-the-rotunda,https://guide.michelin.com/en/greater-london/london/restaurant/endo-at-the-rotunda
Äponem - Auberge du Presbytère,Amélie Darvas and Gaby Benicio are happily installed in this,ONE_STAR,Vailhan,France,43.5544377,3.2988056,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/d22639b6-a316-4c06-85ef-9050c7684d6f.jpg,Amélie Darvas,Modern Cuisine,,https://guide.michelin.com/en/occitanie/vailhan/restaurant/aponem-auberge-du-presbytere,https://guide.michelin.com/en/occitanie/vailhan/restaurant/aponem-auberge-du-presbytere
Jean-Luc Tartarin,"Balanced flavours, high-flying technique, originality and inspiration depict the",TWO_STARS,Le Havre,France,49.493762,0.1031042,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/1185a920-71a9-4f11-ac69-c241ad4be090.jpg,Jean-Luc Tartarin,Modern Cuisine,Creative,https://guide.michelin.com/en/normandie/le-havre/restaurant/jean-luc-tartarin,https://guide.michelin.com/en/normandie/le-havre/restaurant/jean-luc-tartarin
Sushiyoshi,Owner-chef Hiroki Nakanoue thrills customers with surprising shuko based,TWO_STARS,Osaka,Japan,34.699892,135.510671,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/971b3c42-e8a9-46cb-b80a-ae1511b2e670.JPG,Hiroki NAKANOUE,Sushi,,https://guide.michelin.com/jp/en/osaka-region/osaka/restaurant/sushiyoshi-1193182,https://guide.michelin.com/en/osaka-region/osaka/restaurant/sushiyoshi-1193182
Ryota Kappou Modern,Floor-to-ceiling windows let in natural light and allow,ONE_STAR,Hong Kong,Hong Kong,22.2806182,114.156779,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/66e03a67-9aff-4230-a4a7-02ee10d689d6.jpg,Ryota KANESAWA,Japanese,,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/ryota-kappou-modern,https://guide.michelin.com/en/hong-kong-region/hong-kong/restaurant/ryota-kappou-modern
Kaiseki Tsujitome,This ryotei originated in Kyoto. It was founded in 1902,TWO_STARS,Tokyo,Japan,35.677383,139.733632,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/75b01eae-e5c0-41cc-98e9-da8a12120f1d.jpg,Yoshikazu TSUJI,Japanese,,https://guide.michelin.com/jp/en/tokyo-region/tokyo/restaurant/kaiseki-tsujitome,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/kaiseki-tsujitome
Ikarus,"An unusual concept, the architecturally impressive Hangar-7 is both",TWO_STARS,Salzburg,Austria,47.7935605,13.007903,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/a90f3519-ce51-4f20-a3df-0fc7014dc8db.jpg,Martin Klein,Creative,,https://guide.michelin.com/at/en/salzburg-region/salzburg/restaurant/ikarus,https://guide.michelin.com/en/salzburg-region/salzburg/restaurant/ikarus
Oimatsu Kitagawa,The meal served here is an omakase menu centred on,ONE_STAR,Osaka,Japan,34.6962914,135.5052544,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/56b9ef07-6e69-42c4-8ce9-a305e2a9079b.JPG,Toru KITAGAWA,Japanese,,https://guide.michelin.com/jp/en/osaka-region/osaka/restaurant/oimatsu-kitagawa,https://guide.michelin.com/en/osaka-region/osaka/restaurant/oimatsu-kitagawa
Idylio by Apreda,"Originally from Campania, the chef at this modern, trendy restaurant",ONE_STAR,Rome,Italy,41.8980551,12.475873,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/7a6f11aa71af4759b65a0724675f41be,Francesco Apreda,Italian Contemporary,Contemporary,https://guide.michelin.com/en/lazio/roma/restaurant/idylio-by-apreda,https://guide.michelin.com/en/lazio/roma/restaurant/idylio-by-apreda
Sommer,Chef Lewis Barker’s debut fits nicely into this posh,ONE_STAR,Singapore,Singapore,1.2811682,103.8529255,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/39e8931b-2591-4d9f-b998-d8650d8120c0.jpg,,European Contemporary,,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/sommer,https://guide.michelin.com/en/singapore-region/singapore/restaurant/sommer
Jingji,"Jingji is the portmanteau of ‘Beijing’ and ‘Yueji’, the official",TWO_STARS,Beijing,China Mainland,39.910623,116.4856,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/8c76b6aa-9db8-4993-9a3e-998cdbfc4199.jpg,,Beijing Cuisine,,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/jingji,
La Meynardie,"Nestled deep in the Dordogne, this restaurant isn’t easy",ONE_STAR,Salignac-Eyvigues,France,44.9916513,1.3056798,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/bc91deb3-32f6-491d-a3e3-4c3d1a265d3a.jpg,Adrien Soro,Modern Cuisine,,https://guide.michelin.com/en/nouvelle-aquitaine/salignac-eyvigues/restaurant/la-meynardie,https://guide.michelin.com/en/nouvelle-aquitaine/salignac-eyvigues/restaurant/la-meynardie
Spazio7,Situated on the first floor of the Spazio Espositivo della,ONE_STAR,Turin,Italy,45.0576119,7.6519214,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/0e2a2b8c05484fb3ac701c0487cfa5aa,Alessandro Mecca,Modern Cuisine,,https://guide.michelin.com/en/piemonte/torino/restaurant/spazio7,https://guide.michelin.com/en/piemonte/torino/restaurant/spazio7
Ginza Kojyu,Toru Okuda fills serving dishes made by modern artists with,TWO_STARS,Tokyo,Japan,35.6713964,139.7631055,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/43bf096f-70ab-420e-b04f-17233cc1db0c.jpg,Toru OKUDA,Japanese,,https://guide.michelin.com/jp/en/tokyo-region/tokyo/restaurant/ginza-koju,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/ginza-koju
Amaya,"Unlike it's contemporaries, this modern Indian restaurant delivers a",ONE_STAR,London,United Kingdom,51.4991357,-0.1572179,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/b228c5493c9440068f76a9a0f0bd3fc0,Sanchit Kapoor,Indian,,https://guide.michelin.com/gb/en/greater-london/london/restaurant/amaya,https://guide.michelin.com/en/greater-london/london/restaurant/amaya
daní maison,"A beautiful Mediterranean garden and a small, romantic dining room",TWO_STARS,Ischia,Italy,40.7265369,13.9481302,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/6cd4300ceed74f9d981782fb004b3135,Nino Di Costanzo,Creative,Italian,https://guide.michelin.com/en/campania/ischia/restaurant/dani-maison,https://guide.michelin.com/en/campania/ischia/restaurant/dani-maison
Gaddi's,This grand restaurant opened in 1953 and now occupies what,ONE_STAR,Hong Kong,Hong Kong,22.294992,114.17179,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/99ef4127-587f-4d59-a13d-21650f1f9617.jpg,Albin GOBIL,French,,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/gaddi-s,https://guide.michelin.com/en/hong-kong-region/hong-kong/restaurant/gaddi-s
